step,success,environment_reward,dataset_reward,dataset_done,state_max_error,state_mae,state_rmse,eef_nut_distance,nut_x,nut_y,nut_z,action_dx,action_dy,action_dz,action_rx,action_ry,action_rz,action_gripper
104,0,0.5815002229909427,0.0,0,0.01648890938949036,0.0024891354436588245,0.004333894265327084,0.07512203978564996,0.22032584764992202,0.11338227754649573,0.951615550844642,0.005,-0.11900000000000001,-0.432,-0.034573473036289215,-0.05316711589694023,0.007715873885899782,1.0
105,0,0.5849171398278656,0.0,0,0.012904611635068425,0.0021891703055570504,0.0038547854888168606,0.07503787072183718,0.22162583239765474,0.11062816403054052,0.9499420987964476,0.067,-0.049,-0.409,-0.031805235892534256,-0.05567335709929466,0.007912763394415379,1.0
106,0,0.5883214138008612,0.0,0,0.010760434004813418,0.002082174859015582,0.003477522023625568,0.07501842065145924,0.22317516083368813,0.10757324605961173,0.947771846710616,0.06899999999999999,-0.165,-0.298,-0.02890629507601261,-0.054526302963495255,0.007980222813785076,1.0
107,0,0.5919930162992564,0.0,0,0.01448448285400964,0.001974329537735692,0.0038550453758753375,0.07502017587529256,0.2246055267879959,0.10516265454864752,0.9464623985087135,0.164,-0.231,-0.001,-0.028932293877005577,-0.04626777023077011,0.01861976832151413,1.0
108,0,0.5973541151122483,0.0,0,0.01345164590499881,0.0019225293304776718,0.003729537061520775,0.07502348172098518,0.22586073250564384,0.10243609593648799,0.9464807628344205,0.09,-0.297,0.027999999999999997,-0.03443795442581177,-0.04130706191062927,0.025575868785381317,1.0
109,0,0.6013535451300511,0.0,0,0.012549948303443595,0.0018979764680065792,0.0036463535443811658,0.0750261683948228,0.22665804320049127,0.09966211012019792,0.9473653286021521,0.037,-0.231,0.1,-0.03820722922682762,-0.031332600861787796,0.03105032816529274,1.0
110,0,0.6010690481005236,0.0,0,0.011752614353240022,0.0018568218983145738,0.0035663360356568766,0.07502836505452558,0.22691104556725053,0.09737632628728883,0.9482589822842479,-0.031,-0.13899999999999998,0.008,-0.04304724186658859,-0.025424759835004807,0.02508675307035446,1.0
111,0,0.5997422869330633,0.0,0,0.011689375031831796,0.0018101334900019219,0.0035194025842666776,0.07503008121873053,0.22718494174714063,0.09582601492893439,0.9486853162013752,0.045,-0.05,-0.005,-0.042708635330200195,-0.020862838253378868,0.022324252873659134,1.0
112,0,0.5967234239016466,0.0,0,0.011187905025470006,0.0017728251825056946,0.0034683821715036475,0.0750317641212916,0.22722029251380269,0.09466119369787407,0.9480226428935875,-0.027999999999999997,-0.092,-0.133,-0.03356999531388283,-0.015527509152889252,0.019961655139923096,1.0
113,0,0.5936629241793376,0.0,0,0.010541367553445914,0.001793973413968079,0.0034015612479427223,0.0750354378719587,0.22729819406229182,0.09434351104039262,0.9461457866230706,0.051000000000000004,0.019,-0.213,-0.02586648054420948,-0.01175524853169918,0.018210234120488167,1.0
114,0,0.5888978677953871,0.0,0,0.011358437433331871,0.001996273155223715,0.0035701319612502563,0.07504012496535473,0.22705602947559045,0.09473852589069616,0.9422821822915164,-0.055,0.052,-0.42700000000000005,-0.013375102542340755,-0.011785800568759441,0.011109301820397377,1.0
115,0,0.5830795415525581,0.0,0,0.011554517000859865,0.0019977339516653175,0.00355362656471692,0.07504998093270529,0.22662541376725626,0.09577715522585566,0.9363991513806655,-0.018000000000000002,0.127,-0.551,-0.0002794468018691987,-0.01624290831387043,0.0044298237189650536,1.0
116,0,0.5780540451525213,0.0,0,0.01129299702255289,0.0018836482218488148,0.0034576812757814057,0.0750625716447077,0.2263122913001864,0.09717649393448918,0.9301567596953161,-0.025,0.058,-0.45999999999999996,0.025730689987540245,-0.029425034299492836,0.0025283379945904016,1.0
117,0,0.5736597316916103,0.0,0,0.009163459244232383,0.0020190287381265945,0.0034931854888361623,0.07507251345270284,0.22593941743564888,0.09833931405720209,0.9248460306638085,-0.042,0.002,-0.372,0.03956059738993645,-0.030776744708418846,0.0054743024520576,-1.0
118,0,0.5702720083122628,0.0,0,0.008252687016919544,0.0019341305181503753,0.0033777466700904563,0.07507947820757133,0.22554615404310666,0.09975593234919539,0.9209021395424887,-0.026,0.09,-0.241,0.0432317778468132,-0.028555799275636673,0.010681855492293835,-1.0
119,0,0.5674082376557129,0.0,0,0.008054596873858566,0.001909064776088921,0.0033537756714540875,0.0750854376177248,0.22524192572211402,0.1007936733793413,0.9180794806958759,-0.017,-0.064,-0.199,0.05023039132356644,-0.02929050661623478,0.015179447829723358,-1.0
120,0,0.5657247392439608,0.0,0,0.0441066012610074,0.0045740022373332795,0.010007491263431513,0.07508920739917418,0.22464472852408218,0.10113413746962428,0.917462579119444,-0.055999999999999994,-0.01,0.159,0.03178955242037773,-0.00503856036812067,0.010647096671164036,-1.0
121,0,0.18993353290999251,0.0,0,0.23235207434475363,0.014663011202746877,0.04725323730026143,0.07634244473054838,0.2249688978483636,0.10101014405372659,0.9170794787189629,-0.096,-0.11100000000000002,0.266,0.020663784816861153,0.006352107040584087,0.011560779996216297,-1.0
122,0,0.1945745649500277,0.0,0,0.18649372842264966,0.00981514298296245,0.030786206796314455,0.08240089577034249,0.22734541522233348,0.10090367964520294,0.8976480905299917,0.003,-0.059000000000000004,0.305,0.02002527192234993,0.015525718219578266,0.014861547388136387,-1.0
123,1,1.0,1.0,1,7.375157563232406,0.21390811130807236,1.124887936817661,0.10777747287372319,0.22968389018122543,0.10082488747231336,0.8540556255376102,-0.10300000000000001,-0.002,0.294,0.010296488180756569,0.02328438311815262,0.010684535838663578,-1.0
124,1,1.0,1.0,1,0.32635498485214653,0.011586865358797,0.04981944222179362,0.13505372896441778,0.23239904462312644,0.10015616386625187,0.823266632040342,0.11,-0.002,0.45199999999999996,0.0033304456155747175,0.03275196626782417,0.010720057412981987,-1.0
125,1,1.0,1.0,1,0.0719923277348791,0.004046439054044747,0.011857680942753022,0.13748458253303117,0.23238604925481351,0.1001781161978226,0.8264110195736261,-0.084,-0.10200000000000001,0.5479999999999999,-0.0034446825738996267,0.047804757952690125,0.012058623135089874,-1.0
126,1,1.0,1.0,1,0.03609761258040926,0.004017711378162698,0.009248508771178035,0.1424972146842751,0.23234218185217123,0.10020458968020572,0.8282367896941066,0.039,-0.078,0.721,-0.01306090783327818,0.059900857508182526,0.015429744496941566,-1.0
127,1,1.0,1.0,1,nan,nan,nan,0.14945739946327327,0.2323182752779163,0.10021890844293942,0.8291269722130912,-0.132,-0.101,0.696,-0.019129889085888863,0.06741644442081451,0.01505033578723669,-1.0
