step,reward,success,latency_ms,eef_x,eef_y,eef_z,nut_x,nut_y,nut_z,eef_nut_distance,action_dx,action_dy,action_dz,action_rx,action_ry,action_rz,action_gripper
91,0.008309370964247775,0,1.384462000004305,0.07129016921949581,0.0722547620506909,0.9255308772249942,-0.08806972244571248,0.14901070326159085,0.8299789458525738,0.2010403471239487,-0.13860149681568146,-0.08553926646709442,-0.2806726098060608,0.019400836899876595,0.002644272055476904,-0.03083532676100731,-0.9999976754188538
92,0.00876154414130329,0,0.8727050000061354,0.06966930649737375,0.07114347990719351,0.9220153021349564,-0.08806972244586946,0.14901070326100252,0.829978945856029,0.19853361579815884,-0.13850294053554535,-0.08378902077674866,-0.2721658945083618,0.01831604726612568,0.0017705392092466354,-0.029114054515957832,-0.9999961853027344
93,0.009222464941816822,0,0.9532210000031682,0.06802672359884716,0.07006328586210825,0.9185940831589875,-0.08806972244594719,0.14901070326071136,0.8299789458577564,0.1960903815607504,-0.13879872858524323,-0.08133716881275177,-0.26450714468955994,0.01699345000088215,0.0007243192521855235,-0.027123281732201576,-0.999993622303009
94,0.00969071051597008,0,0.9300600000017312,0.06636773032028402,0.06901097129182762,0.9152647174090509,-0.08806972244598567,0.14901070326056734,0.82997894585862,0.19371253640628494,-0.13867881894111633,-0.07919654995203018,-0.2568681240081787,0.01577540673315525,-0.00019879639148712158,-0.02570800669491291,-0.9999893307685852
95,0.010164986103734409,0,0.8726629999955549,0.06469376278908365,0.06798499377256502,0.9120278658388443,-0.08806972244600467,0.14901070326049606,0.8299789458590515,0.1913997734822173,-0.13874059915542603,-0.07735885679721832,-0.24902744591236115,0.014606175944209099,-0.0009588223765604198,-0.024232491850852966,-0.9999822974205017
96,0.010644825163928274,0,0.9775670000067294,0.0630048761231882,0.06698919795172024,0.9088823408195226,-0.08806972244601408,0.14901070326046076,0.8299789458592673,0.1891475810107319,-0.1393710970878601,-0.07552959024906158,-0.24201396107673645,0.013719327747821808,-0.0017972717760130763,-0.022857721894979477,-0.9999710321426392
97,0.011129891160639073,0,0.9136969999872235,0.06130440361288422,0.0660260247656523,0.9058214173982326,-0.08806972244601873,0.14901070326044324,0.8299789458593752,0.18695231180669378,-0.13925738632678986,-0.0742826834321022,-0.2356426864862442,0.013081583194434643,-0.0025280865374952555,-0.021363617852330208,-0.9999526143074036
98,0.011619562927688287,0,0.8286370000121224,0.05959247178800726,0.06509440612257568,0.90284221676804,-0.08806972244602106,0.14901070326043458,0.8299789458594294,0.1848110515603407,-0.1396842896938324,-0.07273440808057785,-0.22901606559753418,0.012453422881662846,-0.0031822421588003635,-0.019690239802002907,-0.9999227523803711
99,0.012114331572907578,0,0.9657379999907789,0.05786503750040388,0.064202614005608,0.8999474888791253,-0.08806972244602221,0.1490107032604303,0.8299789458594564,0.1827155252734977,-0.1411779820919037,-0.07067395746707916,-0.22259245812892914,0.011579626239836216,-0.003989101853221655,-0.018047187477350235,-0.9998739361763
100,0.012615138881938182,0,0.955403000006072,0.05611802807345503,0.06335735159682009,0.8971375955559111,-0.08806972244602276,0.1490107032604282,0.8299789458594699,0.18065682461541882,-0.14320427179336548,-0.06906374543905258,-0.2165818214416504,0.011035076342523098,-0.004846656229346991,-0.01597088761627674,-0.9997957348823547
101,0.013122038142571714,0,0.7862489999865829,0.05434588832154741,0.06254561014403635,0.894402966088046,-0.08806972244602311,0.14901070326042717,0.8299789458594766,0.17863054862015457,-0.14593440294265747,-0.06708536297082901,-0.21187308430671692,0.010422137565910816,-0.005595530848950148,-0.014356120489537716,-0.9996708035469055
102,0.01363608574982238,0,1.0154279999881055,0.052544915822093044,0.06175900212639291,0.8917266248354825,-0.08806972244602317,0.14901070326042648,0.8299789458594798,0.17662987206296493,-0.14897383749485016,-0.06514367461204529,-0.2088472992181778,0.009744998067617416,-0.006453614681959152,-0.01293649896979332,-0.9994707107543945
103,0.014159810559454734,0,0.9151920000078917,0.050708530344730225,0.060994696383427985,0.889089440991246,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.1746432694063772,-0.15267632901668549,-0.06234849989414215,-0.20708617568016052,0.008871679194271564,-0.007204120978713036,-0.011925918981432915,-0.9991526007652283
104,0.014697742871732623,0,0.8588130000077854,0.0488284214115446,0.06026481150695867,0.8864788134011456,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.17265332353300106,-0.1560995876789093,-0.05958625301718712,-0.20537233352661133,0.008481353521347046,-0.007574638817459345,-0.011095107533037663,-0.998643159866333
105,0.015251861318635663,0,0.9378130000072815,0.046901226803937705,0.059573704038265014,0.8838893945419606,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.17065307043369196,-0.15940479934215546,-0.05643536150455475,-0.2037329524755478,0.008005907759070396,-0.007795382756739855,-0.010502724908292294,-0.9978251457214355
106,0.015824751330616338,0,0.9708750000072541,0.04491569952965611,0.05891309459624006,0.8813057573806252,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.168633161406591,-0.16368433833122253,-0.053668804466724396,-0.20381700992584229,0.007405128329992294,-0.0074444846250116825,-0.010841348208487034,-0.9965078830718994
107,0.016419448715693608,0,0.9322519999841461,0.042863189162627886,0.05827802241273178,0.8787078998511685,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.16658438604278733,-0.16828565299510956,-0.05126698315143585,-0.2054198533296585,0.006793215870857239,-0.0068986122496426105,-0.011326412670314312,-0.9944053888320923
108,0.017036533867872596,0,1.0058809999975438,0.040744214045200865,0.057667173189594835,0.876084795080331,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.1645065957721505,-0.1727561205625534,-0.04906940832734108,-0.20737412571907043,0.0060828677378594875,-0.006408017128705978,-0.011403773911297321,-0.9910048842430115
109,0.017746898748053054,0,0.8217269999875043,0.03909648147952476,0.05808869553775578,0.8737354314960045,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.16233510077741864,-0.035453230142593384,0.14253373444080353,-0.126961350440979,0.0010881307534873486,0.008429653011262417,0.01695319637656212,-0.9556209444999695
110,0.018518950318514884,0,0.7828940000251805,0.037865268348195785,0.05924039601971109,0.8716358421052192,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.16016749661919735,-0.03732816129922867,0.14035160839557648,-0.12394621223211288,0.0006760525284335017,0.007858735509216785,0.016469456255435944,-0.9372932314872742
111,0.019297880620256638,0,0.8785950000174125,0.036812611570917995,0.06056340814247317,0.8696786617782925,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.15809677038837786,-0.039814215153455734,0.13669204711914062,-0.12217949330806732,0.0003766249574255198,0.007025335915386677,0.01585528440773487,-0.9163885116577148
112,0.02006951357848066,0,1.2056209999968814,0.035900331658223414,0.06195361419722679,0.8678397240416874,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.15614400275172244,-0.04208013415336609,0.13307975232601166,-0.12127184122800827,-5.6354328989982605e-05,0.005890694446861744,0.015315158292651176,-0.8906248211860657
113,0.020832705402778696,0,1.0134280000215767,0.03509524486781594,0.06337191094839348,0.8660929762831369,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.15429787787109478,-0.043919552117586136,0.12994006276130676,-0.12038780748844147,-0.0004580989188980311,0.004918628837913275,0.014742852188646793,-0.8594225645065308
114,0.021596219853111154,0,0.6902630000240606,0.034346237365625754,0.06480168793000117,0.864416098165134,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.1525212868371158,-0.04537981003522873,0.12738026678562164,-0.11882837116718292,-0.0007770599913783371,0.0037948419339954853,0.014058695174753666,-0.8217007517814636
115,0.022363543803423248,0,0.8068189999903552,0.03363227788197913,0.0662363838864782,0.8627983700162516,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.15079814134676672,-0.046682823449373245,0.12492957711219788,-0.1171153113245964,-0.0009545150096528232,0.002753146458417177,0.01361018605530262,-0.775553822517395
116,0.023133657807350716,0,1.0896770000101696,0.03294844578972755,0.0676682881562894,0.861232005526084,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.14912658809425777,-0.04763902351260185,0.1225084587931633,-0.11530913412570953,-0.0011544008739292622,0.0017571505159139633,0.013140246272087097,-0.7205671072006226
117,0.02390529362904227,0,0.8123839999996108,0.03228639978828786,0.06908619507033953,0.8597107354737564,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.14750424564186346,-0.04851478338241577,0.1199970617890358,-0.11337894946336746,-0.001443736138753593,0.0007880663615651429,0.012528598308563232,-0.655525267124176
118,0.02467671877017054,0,0.8073040000056153,0.03164172666409918,0.07048320574577198,0.8582326606671092,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.1459303646071997,-0.04873162508010864,0.11740696430206299,-0.11094832420349121,-0.0017275066347792745,-0.00011205300688743591,0.011915197595953941,-0.580825924873352
119,0.025448057052418083,0,0.8210969999993267,0.031008666375882003,0.07185607126784282,0.8567928694470883,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.14440043774342878,-0.048989128321409225,0.11447538435459137,-0.1089305728673935,-0.0019477069145068526,-0.0008481962722726166,0.01144872885197401,-0.4993678033351898
120,0.0262190538916238,0,0.8875490000264108,0.030382718770741775,0.07320016408542111,0.8553840612918863,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.14291129616076537,-0.0488763265311718,0.11162183433771133,-0.10711681842803955,-0.0022560516372323036,-0.0013942411169409752,0.011050769127905369,-0.409225732088089
121,0.026988142884267374,0,1.0245770000096854,0.029762685798102945,0.07451129184718548,0.854002257019616,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.14146292168842822,-0.04864029586315155,0.10880710184574127,-0.10527967661619186,-0.0026120138354599476,-0.001898189540952444,0.010616842657327652,-0.3113935589790344
122,0.02775235587395294,0,0.887057999989338,0.029150012350344267,0.07578531475070416,0.8526472591343136,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.1400581171330545,-0.048073720186948776,0.10609772801399231,-0.10323471575975418,-0.0030739721842110157,-0.00238876324146986,0.010092612355947495,-0.20702028274536133
123,0.02850864885761525,0,1.0410800000215659,0.028547591153925668,0.07702073945065809,0.8513212063479989,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.1386998370704173,-0.047093845903873444,0.10363300889730453,-0.10082918405532837,-0.0036357666831463575,-0.0028578767087310553,0.009702158160507679,-0.09691332280635834
124,0.02925789486839521,0,0.8396400000094673,0.0279556707595063,0.0782246762476185,0.8500239768799638,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.13738397562076807,-0.0460810624063015,0.1016111895442009,-0.09860768169164658,-0.004220561124384403,-0.0032504682894796133,0.009405842050909996,0.015805333852767944
125,0.029966880491605785,0,0.7689990000017133,0.027428720327077633,0.07938583311033606,0.8488284374747916,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.13617200946076927,-0.029600225389003754,0.09967014193534851,-0.08061821758747101,-0.006008528638631105,-0.0015554247656837106,0.007126439828425646,0.3638957142829895
126,0.03054038518853036,0,0.7638920000090366,0.0270971659612486,0.08042757530446795,0.847898482459751,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.13523375102985483,0.006310202181339264,0.0985855981707573,-0.04257236048579216,-0.009926239028573036,0.0023753077257424593,0.002487591002136469,0.7891857624053955
127,0.030886856408551468,0,0.8492689999854974,0.027116648003304614,0.0813365713255163,0.8474420571968551,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.13473176436169348,0.05961613357067108,0.09934090077877045,0.015330230817198753,-0.014303035102784634,0.008333687670528889,-0.0058209761045873165,0.961392879486084
128,0.030930366166496928,0,0.9206479999761541,0.027649442052808434,0.08216267807969338,0.8476734290413503,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.13480607641328712,0.12718825042247772,0.10553084313869476,0.09105689823627472,-0.0189925879240036,0.01571527309715748,-0.015460972674190998,0.9947684407234192
129,0.030632873297884056,0,0.8866189999992002,0.02879539711249105,0.08299070896149106,0.8487483440820484,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.13553001928094965,0.2049374133348465,0.1122259721159935,0.17865340411663055,-0.02242985926568508,0.02536880224943161,-0.024537136778235435,0.9993319511413574
130,0.029958408205884236,0,1.1623560000089128,0.030630481615807406,0.08390075949447164,0.8508073366717579,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.13697760797062758,0.2852075397968292,0.11834785342216492,0.27198153734207153,-0.024284543469548225,0.036847032606601715,-0.03404814749956131,0.9999083876609802
131,0.028861303014572615,0,0.8338400000127422,0.033127985797717495,0.084370062351332,0.8529884419771744,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.1392721574912355,0.2598631680011749,-0.017611458897590637,0.15864917635917664,-0.0034398376010358334,0.012383129447698593,-0.10525825619697571,0.9998247027397156
132,0.02743488898006784,0,0.7508459999883144,0.036185553873555015,0.0844358935160576,0.8552722433411106,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.14229908869796162,0.33382898569107056,-0.018984707072377205,0.24116666615009308,-0.002355505945160985,0.020715655758976936,-0.12174802273511887,0.9999602437019348
133,0.025705522434239614,0,0.9226699999942412,0.03982044281982769,0.08437276443358785,0.858298849683615,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.1460683896677065,0.40322956442832947,-0.02031448669731617,0.3250533640384674,0.0003243032842874527,0.031567152589559555,-0.14056672155857086,0.9999913573265076
134,0.02370203665186761,0,1.3747369999919101,0.04406245462584802,0.08425089308074192,0.8622008341240722,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.15063530567432346,0.4669172465801239,-0.022698312997817993,0.4001408815383911,0.003942934796214104,0.04120383411645889,-0.1544669270515442,0.9999977946281433
135,0.02152595437161944,0,0.9922850000236849,0.048830615683769424,0.08407337942434844,0.8667949067316137,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.1559293865247394,0.4945911169052124,-0.03165852278470993,0.43198221921920776,0.007683719974011183,0.0452873669564724,-0.16149261593818665,0.9999986290931702
136,0.019315622892313058,0,0.7619309999995494,0.05395456867593012,0.08377925264272083,0.871751053319597,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.16177438109924247,0.4935455322265625,-0.048398636281490326,0.43043702840805054,0.011504887603223324,0.04481388255953789,-0.16462868452072144,0.999998152256012
137,0.017194439292804276,0,0.7787300000074993,0.05924680938102132,0.0832999831363523,0.8767745089034469,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.1679579828688555,0.47274354100227356,-0.06971701234579086,0.4073781371116638,0.015280608087778091,0.04200168326497078,-0.1649002730846405,0.9999962449073792
138,0.015247838562446292,0,0.9699100000091221,0.06454374123327324,0.08259848434914421,0.8816487379319675,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.1742734045393213,0.44265010952949524,-0.09261288493871689,0.37309005856513977,0.019113365560770035,0.038492340594530106,-0.16234995424747467,0.9999899864196777
139,0.013520680301568356,0,0.7300240000063241,0.06970038603879249,0.08164390482809986,0.8862308441344431,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.18053799800005774,0.40696629881858826,-0.11799115687608719,0.33457934856414795,0.023014182224869728,0.0362483486533165,-0.15858504176139832,0.9999698400497437
140,0.012019481507967967,0,0.9460790000161978,0.07461152555155069,0.0804122339154372,0.8904664472325143,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.18662710486120768,0.36606284976005554,-0.14352503418922424,0.294534295797348,0.026122869923710823,0.033247657120227814,-0.14953948557376862,0.999904990196228
141,0.010735441379348244,0,0.9251559999938763,0.0791955453599177,0.07888832781484975,0.8943053133247829,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.1924388185985471,0.3202213644981384,-0.16739347577095032,0.25260087847709656,0.02836162969470024,0.02949415147304535,-0.13724945485591888,0.999697744846344
142,0.009604129218538739,0,1.0050349999914943,0.08367806694429032,0.07828935262355968,0.8988040786976226,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.19808006337476242,0.4372768700122833,0.05008981376886368,0.46168312430381775,0.009687629528343678,0.06893642246723175,-0.0434119813144207,0.9999898672103882
143,0.008569238951328785,0,0.9117589999902975,0.0881727418835343,0.0783735182832077,0.903957187138425,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.20377389017532824,0.3916591703891754,0.0386938601732254,0.4212891459465027,0.011690471321344376,0.062184255570173264,-0.037547171115875244,0.9999667406082153
144,0.0076658416172352695,0,0.9914640000090458,0.09249001869678529,0.07855952197569872,0.9089929193699937,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.2093045557934454,0.34093931317329407,0.021429508924484253,0.37360402941703796,0.015345552936196327,0.055613934993743896,-0.030101070180535316,0.9998661875724792
145,0.006900183361615531,0,1.109331000009206,0.09651000265906103,0.07874073698106478,0.9136841163217946,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.21450897100796498,0.2896455228328705,0.004393074661493301,0.3243253231048584,0.01875409483909607,0.04943551495671272,-0.024382302537560463,0.9994628429412842
146,0.006262542064448373,0,1.2478710000038973,0.10016817817686464,0.07885526368146344,0.9179240931767446,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.2192935062195979,0.2376682013273239,-0.011736064217984676,0.27348899841308594,0.021853793412446976,0.04236546531319618,-0.0181516595184803,0.9979315400123596
147,0.00583209139765909,0,0.989572999998245,0.1026282606168088,0.07748896700971826,0.9203980724880138,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.22283782883705935,-0.04758520424365997,-0.293844997882843,-0.04822419583797455,0.029569439589977264,0.004481961019337177,-0.022136328741908073,-0.058565448969602585
148,0.00557198412498452,0,0.8960649999778525,0.10394884388394503,0.07495509556003445,0.9212735945800594,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.22514456629531274,-0.09430786222219467,-0.302786260843277,-0.08380478620529175,0.03225383162498474,0.004033321049064398,-0.010546773672103882,-0.6047664284706116
149,0.00541674645552922,0,1.4698119999820847,0.10445720653192526,0.0720505993308838,0.9213469845660427,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.226578009691165,-0.14348936080932617,-0.30197206139564514,-0.12328464537858963,0.03485850617289543,0.0037165048997849226,0.00021617300808429718,-0.8822907209396362
150,0.0053460373449882755,0,0.9913110000070446,0.10422154736922368,0.068907646488378,0.9207813370187073,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.22723887517680408,-0.18704022467136383,-0.2950633466243744,-0.15743659436702728,0.03410527855157852,0.0032712179236114025,0.009905926883220673,-0.9712426662445068
151,0.005348219998680737,0,2.084263000000419,0.10332872551142604,0.06562622606784485,0.9196230496981791,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.22720563872897995,-0.2262936383485794,-0.28418630361557007,-0.1964874416589737,0.03257777541875839,0.0007516535697504878,0.017291074618697166,-0.9931228756904602
152,0.005413864152530524,0,1.045478999998295,0.10188357118763282,0.06227523011441497,0.917891263443529,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.22656979420729242,-0.26069214940071106,-0.2688439190387726,-0.23445914685726166,0.028283361345529556,-0.0031849280931055546,0.02095249481499195,-0.9982245564460754
153,0.0055432914562186355,0,1.2984440000138875,0.09993688999945922,0.058972465717032435,0.915591545218755,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.22535058844431255,-0.2881910502910614,-0.2470763921737671,-0.2726215422153473,0.024332944303750992,-0.007471779827028513,0.02384757623076439,-0.9994735717773438
154,0.005736841275154037,0,1.042904000001954,0.0975464494239101,0.05580264687150172,0.9127394014543209,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.22358532609658208,-0.30678561329841614,-0.224403515458107,-0.30615562200546265,0.01930130086839199,-0.009457292966544628,0.025268808007240295,-0.9998182058334351
155,0.005996275576492772,0,1.1564440000029208,0.09476694921812584,0.05283158640592133,0.90935184438795,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.2213136417958616,-0.32211533188819885,-0.1997946947813034,-0.33824312686920166,0.014352882280945778,-0.011247926391661167,0.026639794930815697,-0.9999277591705322
156,0.006327000627464319,0,0.8955010000022412,0.09163165633554285,0.050135487621363876,0.9054620630425938,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.21855570178640146,-0.3333554267883301,-0.1728869080543518,-0.36587774753570557,0.01061304472386837,-0.011538071557879448,0.026160629466176033,-0.9999663829803467
157,0.006733862987477701,0,1.068755999995119,0.08817851784568938,0.047763592156953444,0.9011181770962027,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.21534904210066952,-0.34231963753700256,-0.14519521594047546,-0.3905281722545624,0.007536797784268856,-0.011632134206593037,0.025875374674797058,-0.9999822974205017
158,0.007213169775932827,0,1.1788450000267403,0.08446608340436457,0.0457031247504093,0.8964325634564694,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.2117950503901655,-0.3483608067035675,-0.12300848215818405,-0.40322738885879517,0.0060496581718325615,-0.012361325323581696,0.02499624714255333,-0.9999842047691345
159,0.007759286872081228,0,0.9777169999836133,0.08054925999546249,0.04395024491126439,0.8915534885843326,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.20799395534465073,-0.3521411418914795,-0.10556305944919586,-0.4060955047607422,0.005700445268303156,-0.013097800314426422,0.024175157770514488,-0.9999781847000122
160,0.008365877795249855,0,0.8018670000069505,0.07647260384812513,0.0424812422133609,0.8866072204989586,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.20403299905140898,-0.3555664122104645,-0.09221641719341278,-0.4024305045604706,0.006484757177531719,-0.014460762962698936,0.02557281032204628,-0.9999619126319885
161,0.009016186313583464,0,0.983576000010089,0.07300831242752343,0.04243658164792852,0.8824526164378681,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.20014410513469547,-0.23480044305324554,0.14972755312919617,-0.2644137442111969,0.0022651467006653547,-0.026090234518051147,0.03746596351265907,-0.9986438751220703
162,0.00974593187120154,0,0.9807659999978569,0.06986066477425815,0.04349082927072626,0.8789065443668957,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.1961386267670214,-0.23985111713409424,0.14924879372119904,-0.2592853903770447,0.0019327019108459353,-0.025080248713493347,0.03900506719946861,-0.9974136352539062
163,0.010561765410590075,0,0.9999010000001363,0.06666414519418366,0.04488092689625153,0.8755105249009789,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.19198620994894985,-0.24303242564201355,0.14439614117145538,-0.2537038326263428,0.0019177128560841084,-0.023837672546505928,0.04037417098879814,-0.9952743053436279
164,0.011454279105559318,0,1.0070410000082575,0.06342229924405245,0.04642394396034339,0.8722171019573719,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.18777097126550013,-0.24459552764892578,0.1397944539785385,-0.24630972743034363,0.001735061057843268,-0.02241743542253971,0.041424427181482315,-0.9912452697753906
165,0.01241723588270296,0,1.0467909999931635,0.06015803146432241,0.048042909365646806,0.8690142652075405,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.18354759216587294,-0.24327853322029114,0.13583974540233612,-0.23984864354133606,0.0017577912658452988,-0.021043866872787476,0.042052920907735825,-0.9837117195129395
166,0.013445083087074894,0,0.9647660000098313,0.056902739591901716,0.04970067980425567,0.8658893115319534,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.17935732455334352,-0.23950369656085968,0.13283959031105042,-0.23394499719142914,0.0020129592157900333,-0.020096739754080772,0.042335253208875656,-0.9701496362686157
167,0.014532506704499704,0,0.8126800000241019,0.05367559888019502,0.05136901957767537,0.8628332973326398,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.17522854482360198,-0.23563356697559357,0.12967699766159058,-0.22850927710533142,0.0021635633893311024,-0.01939903013408184,0.04268113151192665,-0.9457229375839233
168,0.015673203052578945,0,0.9896630000127971,0.05049082227745727,0.05302604000229201,0.8598435647593924,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.17118404013482683,-0.23093944787979126,0.12671659886837006,-0.22307628393173218,0.0021589254029095173,-0.018905235454440117,0.04298991337418556,-0.9030314683914185
169,0.016859176574829927,0,0.8804450000070574,0.047368126447193966,0.05466140360104605,0.8569239242269432,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.16724602571738575,-0.22514522075653076,0.12401159852743149,-0.21735945343971252,0.002111471490934491,-0.01891261152923107,0.04345986619591713,-0.8316555619239807
170,0.01807807171104856,0,0.8361849999971582,0.0443347651449428,0.05626729935175408,0.8540930107028184,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.16344349306736583,-0.21805450320243835,0.12205339968204498,-0.2096581757068634,0.001850109314545989,-0.01976826973259449,0.04304312914609909,-0.7208158373832703
171,0.019316260145986353,0,1.1527709999938907,0.041413954631944326,0.057836543802986,0.8513707168630806,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.15980099451840893,-0.20886199176311493,0.12228769809007645,-0.20037053525447845,0.0008420607191510499,-0.02071620337665081,0.04166281968355179,-0.5578173995018005
172,0.02056658940682159,0,0.9096260000092116,0.03861666597567255,0.059379666096837515,0.8487680904678188,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.15632081048109503,-0.19697940349578857,0.12393704801797867,-0.18935014307498932,-0.00027827173471450806,-0.020733291283249855,0.03966600447893143,-0.3428323566913605
173,0.021825578348817865,0,1.2186300000109895,0.03594506406122539,0.060909351059144086,0.8462874104596386,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.1529950376637995,-0.18538197875022888,0.12578953802585602,-0.17874017357826233,-0.00154221395496279,-0.02038223296403885,0.037748709321022034,-0.092880479991436
174,0.023087759515926246,0,0.7554719999802728,0.033401884363958606,0.062427907373476504,0.8439243993611758,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.14982125175677835,-0.17391853034496307,0.12696431577205658,-0.168995201587677,-0.0029861736111342907,-0.019942980259656906,0.03591779246926308,0.15298885107040405
175,0.02432867786502556,0,0.7450980000101026,0.031027016009768055,0.06391895278695875,0.8417254033625983,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.14684215461957292,-0.15117892622947693,0.12949691712856293,-0.14822518825531006,-0.005591862369328737,-0.01755494624376297,0.033105265349149704,0.5391151905059814
176,0.02550804027376662,0,0.8715350000159106,0.02888377279010773,0.06535180013537287,0.8397967215997012,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.14412952799659076,-0.11512962728738785,0.14055562019348145,-0.11208290606737137,-0.010940716601908207,-0.011221541091799736,0.02676600031554699,0.8786220550537109
177,0.02656084653253187,0,1.0622800000135157,0.02711100337535203,0.06670761956226355,0.8383473280709435,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.14181123724092787,-0.06128648668527603,0.1505817472934723,-0.05231878161430359,-0.01731201633810997,-0.003690183162689209,0.01781160570681095,0.9823252558708191
178,0.02744020193237412,0,1.0752849999846603,0.02588556604554766,0.0680640084976004,0.8376337819164574,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.13998846982263377,0.011674435809254646,0.1614261120557785,0.03039804846048355,-0.022645924240350723,0.005980176385492086,0.007158291060477495,0.9980780482292175
179,0.028091432151549356,0,1.1459390000254643,0.025380814537900805,0.0694843282431162,0.8378944204312646,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.13877364087978347,0.09772904217243195,0.17042726278305054,0.1276666224002838,-0.026122115552425385,0.01709280163049698,-0.0067018610425293446,0.9997968673706055
180,0.028479220495990432,0,0.9221519999869088,0.025722150514350322,0.07108280988086259,0.8392880985447284,-0.08806972244602317,0.14901070326042645,0.8299789458594815,0.13823171576061585,0.18749544024467468,0.18160146474838257,0.22899648547172546,-0.02578785829246044,0.028992487117648125,-0.02005564421415329,0.9999758005142212
